domain,num_a_fail,rate_all,num_a_all,num_a_success,rate_a_fail
clientnotification-userprodea1-6.servicebus.windows.net,0,0.00%,1,1,0.00%
applog.uc.cn,0,0.00%,4,4,0.00%
trc.taboola.com,0,0.00%,2,2,0.00%
goldengate.grammarly.com,0,0.00%,8,8,0.00%
dlgzith499dss.cloudfront.net,0,0.00%,1,1,0.00%
images.taboola.com,0,0.00%,2,2,0.00%
boot-01.net.anydesk.com,0,0.00%,20,20,0.00%
policy.ccs.mcafee.com,0,0.00%,4,4,0.00%
www.scumall.com,0,0.00%,26,26,0.00%
www.oray.com,0,0.00%,36,36,0.00%
tkysenwhezsrteagubzihkhhxcbhhsyc.yundunwaf1.com,0,0.00%,33,33,0.00%
skydrive.wns.windows.com,0,0.00%,2,2,0.00%
c2.pcs.baidu.com,0,0.00%,8,8,0.00%
auth.sangfor.com.cn,0,0.00%,75,75,0.00%
a.root-servers.net,0,0.00%,86,86,0.00%
dsm01pap004.storage.live.com,0,0.00%,1,1,0.00%
sdk-open-phone.getui.com,0,0.00%,4,4,0.00%
dns1.registrar-servers.com,0,0.00%,2,2,0.00%
ali-bj-pcdn-10.biliapi.net,0,0.00%,2,2,0.00%
d.pcs.baidu.com,0,0.00%,7,7,0.00%
p.f.360.cn,0,0.00%,18,18,0.00%
agdist-api.cloud.huawei.com,0,0.00%,4,4,0.00%
activity.windows.com,0,0.00%,4,4,0.00%
www.gravatar.com,0,0.00%,1,1,0.00%
mdn.alipay.com,0,0.00%,1,1,0.00%
entphz.alipay.com,0,0.00%,2,2,0.00%
router9.teamviewer.com,0,0.00%,9,9,0.00%
www.doc88.com,0,0.00%,3,3,0.00%
mv6.music.tc.qq.com,0,0.00%,2,2,0.00%
policyorchestration.ccs.mcafee.com,0,0.00%,1,1,0.00%
pcoma.qq.com,0,0.00%,8,8,0.00%
win8.ipv6.microsoft.com,0,0.00%,3,3,0.00%
webpush.wx.qq.com,0,0.00%,6,6,0.00%
connectivity.pod1.avatar.ext.hp.com,0,0.00%,1,1,0.00%
connc.gj.qq.com,0,0.00%,2,2,0.00%
oth.str.mdt.qq.com,0,0.00%,4,4,0.00%
sdkapp.mobile.sina.cn,0,0.00%,4,4,0.00%
weibo.cn,0,0.00%,3,3,0.00%
yun-hl.3g.qq.com,0,0.00%,11,11,0.00%
docs.qq.com,0,0.00%,12,12,0.00%
quay.io,0,0.00%,8,8,0.00%
login.sina.com.cn,0,0.00%,4,4,0.00%
amdc.alipay.com,0,0.00%,1,1,0.00%
sdkaction.biz.weibo.com,0,0.00%,3,3,0.00%
sdkmonitor.biz.weibo.com,0,0.00%,4,4,0.00%
adstrategy.biz.weibo.com,0,0.00%,4,4,0.00%
context-enroll.ccs.mcafee.com,0,0.00%,2,2,0.00%
report.nfa.qq.com,0,0.00%,2,2,0.00%
mtt.eve.mdt.qq.com,0,0.00%,2,2,0.00%
messaging.ccs.mcafee.com,0,0.00%,2,2,0.00%
sdkclick.biz.weibo.com,0,0.00%,2,2,0.00%
3gimg.qq.com,0,0.00%,1,1,0.00%
qqdata.ab.qq.com,0,0.00%,10,10,0.00%
wbapp.mobile.sina.cn,0,0.00%,3,3,0.00%
rmonitor.qq.com,0,0.00%,8,8,0.00%
configsvr.msf.3g.qq.com,0,0.00%,7,7,0.00%
tangram-config.gdt.qq.com,0,0.00%,1,1,0.00%
aeventlog.beacon.qq.com,0,0.00%,2,2,0.00%
extshort.weixin.qq.com,0,0.00%,56,56,0.00%
socm.dmp.360.cn,0,0.00%,13,13,0.00%
ipv4.tracker.harry.lu,0,0.00%,2,2,0.00%
tracker.leechers-paradise.org,0,0.00%,2,2,0.00%
retracker.nts.su,0,0.00%,2,2,0.00%
ssl.look.360.cn,0,0.00%,4,4,0.00%
www.gstatic.com,0,0.00%,4,4,0.00%
pubsub02.oray.net,0,0.00%,21,21,0.00%
fe2cr.update.microsoft.com,0,0.00%,8,8,0.00%
restapi.amap.com,0,0.00%,2,2,0.00%
hkb.cloudnnnn.com,0,0.00%,34,34,0.00%
logbak.hicloud.com,0,0.00%,2,2,0.00%
p204-contacts.icloud.com.cn,0,0.00%,2,2,0.00%
long.weixin.qq.com,0,0.00%,6,6,0.00%
sdkserver-drcn.op.dbankcloud.cn,0,0.00%,4,4,0.00%
pop.qq.com,0,0.00%,4,4,0.00%
softcenter.os3.win.nfschina.com,0,0.00%,15,15,0.00%
api.wandb.ai,0,0.00%,74,74,0.00%
tiebacchunwan.n.shifen.com,0,0.00%,2,2,0.00%
aaid.umeng.com,0,0.00%,8,8,0.00%
maps.windows.com,0,0.00%,2,2,0.00%
28-courier.push.apple.com,0,0.00%,4,4,0.00%
alsg-new.linyeming.pub,0,0.00%,4,4,0.00%
fe3cr.delivery.mp.microsoft.com,0,0.00%,21,21,0.00%
edgedl.me.gvt1.com,0,0.00%,9,9,0.00%
apigate.10jqka.com.cn,0,0.00%,8,8,0.00%
cs.dds.microsoft.com,0,0.00%,2,2,0.00%
isrc.iscas.ac.cn,0,0.00%,14,14,0.00%
d2335eacoaawg9.cloudfront.net,0,0.00%,1,1,0.00%
note.youdao.com,0,0.00%,31,31,0.00%
www.sangfor.com,0,0.00%,26,26,0.00%
ssl.mail.163.com,0,0.00%,6,6,0.00%
router4.teamviewer.com,0,0.00%,10,10,0.00%
slapi.oray.net,0,0.00%,37,37,0.00%
analytics.95516.com,0,0.00%,2,2,0.00%
grs.dbankcloud.com,0,0.00%,6,6,0.00%
weibo.com,0,0.00%,2,2,0.00%
time-ios.apple.com,0,0.00%,2,2,0.00%
42-courier.push.apple.com,0,0.00%,2,2,0.00%
tracking.miui.com,0,0.00%,10,10,0.00%
www.m9ynqi6d.com,0,0.00%,9,9,0.00%
client-api.oray.com,0,0.00%,8,8,0.00%
m.baidu.com,0,0.00%,2,2,0.00%
hwid.platform.hicloud.com,0,0.00%,2,2,0.00%
apis.live.net,0,0.00%,5,5,0.00%
upd2.sangfor.com.cn,0,0.00%,4,4,0.00%
auth2.sangfor.com.cn,0,0.00%,7,7,0.00%
snowplow.trx.gitlab.net,0,0.00%,2,2,0.00%
user-api-v2.oray.com,0,0.00%,2,2,0.00%
dns.twnic.tw,0,0.00%,3,3,0.00%
rq.upgrade.lbmini.cmcm.com,0,0.00%,8,8,0.00%
auth-sl.oray.com,0,0.00%,2,2,0.00%
skl.la1.mclqp.link,0,0.00%,4,4,0.00%
router3.teamviewer.com,0,0.00%,30,30,0.00%
cn.overleaf.com,0,0.00%,4,4,0.00%
report.idqqimg.com,0,0.00%,8,8,0.00%
r1---sn-2x3elnel.gvt1.com,0,0.00%,2,2,0.00%
inference.location.live.net,0,0.00%,8,8,0.00%
v1-play.log.mgtv.com,0,0.00%,4,4,0.00%
log.tbs.qq.com,0,0.00%,2,2,0.00%
web-seminare.beton-webakademie.36chambers.de,0,0.00%,1,1,0.00%
31-courier.push.apple.com,0,0.00%,3,3,0.00%
onetag-sys.com,0,0.00%,2,2,0.00%
log.iflytek.com,0,0.00%,2,2,0.00%
dig.bdurl.net,0,0.00%,8,8,0.00%
dcdn-tracker.n.shifen.com,0,0.00%,2,2,0.00%
34-courier.push.apple.com,0,0.00%,2,2,0.00%
sbeacon.sina.com.cn,0,0.00%,2,2,0.00%
vcl-brain.snssdk.com,0,0.00%,4,4,0.00%
set.gosts.gq,0,0.00%,1,1,0.00%
tvax4.sinaimg.cn,0,0.00%,5,5,0.00%
tvax2.sinaimg.cn,0,0.00%,2,2,0.00%
sns-avatar-qc.xhscdn.com,0,0.00%,6,6,0.00%
s1.symcb.com,0,0.00%,4,4,0.00%
disp-reportnfav6tmp.ias.tencent-cloud.net,0,0.00%,4,4,0.00%
conf.wsm.360.cn,0,0.00%,4,4,0.00%
dnsscan.shadowserver.org,0,0.00%,52,52,0.00%
webrtcpunch.video.qq.com,0,0.00%,4,4,0.00%
btrace.video.qq.com,0,0.00%,2,2,0.00%
pc-store-lb.lenovomm.cn,0,0.00%,3,3,0.00%
errlog.umeng.com,0,0.00%,4,4,0.00%
traffic-v1.souche.com,0,0.00%,2,2,0.00%
cfg.imtt.qq.com,0,0.00%,2,2,0.00%
devlog.ys7.com,0,0.00%,2,2,0.00%
supl.platform.hicloud.com,0,0.00%,4,4,0.00%
r2---sn-2x3elnez.gvt1.com,0,0.00%,2,2,0.00%
wx.qq.com,0,0.00%,4,4,0.00%
geo-drcn.platform.hicloud.com,0,0.00%,4,4,0.00%
api3.gifshow.com,0,0.00%,2,2,0.00%
audid-api.taobao.com,0,0.00%,2,2,0.00%
gsp85-cn-ssl.ls.apple.com,0,0.00%,2,2,0.00%
s-gm.mmstat.com,0,0.00%,6,6,0.00%
dualstack-a.apilocate.amap.com,0,0.00%,4,4,0.00%
dualstack-logs.amap.com,0,0.00%,4,4,0.00%
init.itunes.apple.com,0,0.00%,4,4,0.00%
cloudflare-dns.com,0,0.00%,6,6,0.00%
sadownload.mcafee.com,0,0.00%,2,2,0.00%
api.github.com,0,0.00%,2,2,0.00%
data.pendo.io,0,0.00%,2,2,0.00%
push-rest.zui.com,0,0.00%,3,3,0.00%
roaming.officeapps.partner.office365.cn,0,0.00%,2,2,0.00%
d2kaokxjvx18eu.cloudfront.net,0,0.00%,2,2,0.00%
access.toggle.qq.com,0,0.00%,10,10,0.00%
gimg4.baidu.com,0,0.00%,2,2,0.00%
mp.4dex.io,0,0.00%,2,2,0.00%
loggw.alipay.com.cn,0,0.00%,2,2,0.00%
odc.officeapps.partner.office365.cn,0,0.00%,2,2,0.00%
beacon-api.aliyuncs.com,0,0.00%,4,4,0.00%
centertime.ksyun.com,0,0.00%,4,4,0.00%
infoc2.duba.net,0,0.00%,6,6,0.00%
api.kingdata.ksyun.com,0,0.00%,4,4,0.00%
filehouse.zhhainiao.com,0,0.00%,4,4,0.00%
tz.sec.xiaomi.com,0,0.00%,2,2,0.00%
api.777ppt.com,0,0.00%,2,2,0.00%
relay-b8d08ecc.net.anydesk.com,0,0.00%,14,14,0.00%
mpush-api.aliyun.com,0,0.00%,2,2,0.00%
d.docs.live.net,0,0.00%,2,2,0.00%
collabrtc.officeapps.live.com,0,0.00%,2,2,0.00%
settings-prod-uks-1.uksouth.cloudapp.azure.com,0,0.00%,6,6,0.00%
router16.teamviewer.com,0,0.00%,17,17,0.00%
psg1-collabhubrtc.officeapps.live.com,0,0.00%,2,2,0.00%
api.ad.xiaomi.com,0,0.00%,2,2,0.00%
sdkconfig.ad.xiaomi.com,0,0.00%,4,4,0.00%
d2gatte9o95jao.cloudfront.net,0,0.00%,1,1,0.00%
secclientgw.alipay.com,0,0.00%,2,2,0.00%
dsm01pap003.storage.live.com,0,0.00%,2,2,0.00%
wq.cloud.duba.net,0,0.00%,1,1,0.00%
g.csdnimg.cn,0,0.00%,8,8,0.00%
profile.csdnimg.cn,0,0.00%,2,2,0.00%
silkroad.csdn.net,0,0.00%,2,2,0.00%
alive.github.com,0,0.00%,3,3,0.00%
v.graphics.ac.cn,0,0.00%,2,2,0.00%
minor-api.mihoyo.com,0,0.00%,2,2,0.00%
c.pcs.baidu.com,0,0.00%,4,4,0.00%
ifs.tanx.com,0,0.00%,11,11,0.00%
cloud.dell.com,0,0.00%,2,2,0.00%
edge-268.hkhkg.icloud-content.com,0,0.00%,2,2,0.00%
weather-edge.news.apple-dns.net,0,0.00%,2,2,0.00%
edge-268.hkhkg.ce.apple-dns.net,0,0.00%,2,2,0.00%
ib.adnxs.com,0,0.00%,2,2,0.00%
b1h.zemanta.com,0,0.00%,2,2,0.00%
search.apps.ubuntu.com,0,0.00%,2,2,0.00%
nj.t.bcsp2p.baidu.com,0,0.00%,10,10,0.00%
ww1097.smartadserver.com,0,0.00%,2,2,0.00%
lbs.map.qq.com,0,0.00%,4,4,0.00%
metok.sys.miui.com,0,0.00%,8,8,0.00%
sync.1rx.io,0,0.00%,2,2,0.00%
video.weibo.com,0,0.00%,2,2,0.00%
edge-035.hktko1.ce.apple-dns.net,0,0.00%,10,10,0.00%
msite.baidu.com,0,0.00%,2,2,0.00%
zkres3.myzaker.com,0,0.00%,2,2,0.00%
ae.bdstatic.com,0,0.00%,2,2,0.00%
ggs.myzaker.com,0,0.00%,2,2,0.00%
stat.myzaker.com,0,0.00%,2,2,0.00%
tt.browser.360.cn,0,0.00%,2,2,0.00%
tva2.sinaimg.cn,0,0.00%,2,2,0.00%
healthdata.hicloud.com,0,0.00%,6,6,0.00%
array507.prod.do.dsp.mp.microsoft.com,0,0.00%,4,4,0.00%
95aaa353434f41dba950dc4aea6b8df9.fp.measure.office.com,0,0.00%,2,2,0.00%
grow.nowcoder.com,0,0.00%,2,2,0.00%
wd-prod-ss-as-southeast-2-fe.southeastasia.cloudapp.azure.com,0,0.00%,14,14,0.00%
dd.browser.360.cn,0,0.00%,18,18,0.00%
cm-10-19.getui.com,0,0.00%,2,2,0.00%
c-gtc.getui.net,0,0.00%,2,2,0.00%
agt.p.360.cn,0,0.00%,2,2,0.00%
tr.p.360.cn,0,0.00%,2,2,0.00%
akn.safe.360.cn,0,0.00%,12,12,0.00%
ulog-sdk.gifshow.com,0,0.00%,2,2,0.00%
open.e.kuaishou.cn,0,0.00%,2,2,0.00%
wap.ylxdtww.com,0,0.00%,2,2,0.00%
mobads.baidu.com,0,0.00%,2,2,0.00%
zerossl.ocsp.sectigo.com,0,0.00%,8,8,0.00%
zt.gifshow.com,0,0.00%,2,2,0.00%
newvpn.arp.cn,0,0.00%,2,2,0.00%
cloud-rest.lenovomm.com,0,0.00%,16,16,0.00%
stun.hitv.com,0,0.00%,2,2,0.00%
dns.weixin.qq.com,0,0.00%,6,6,0.00%
hag-drcn.op.hicloud.com,0,0.00%,4,4,0.00%
seupdate.360safe.com,0,0.00%,2,2,0.00%
bizapi.csdn.net,0,0.00%,2,2,0.00%
b-gtc.gepush.com,0,0.00%,2,2,0.00%
syz.phic.org.cn,0,0.00%,2,2,0.00%
kunyu.csdn.net,0,0.00%,4,4,0.00%
beacon.tingyun.com,0,0.00%,4,4,0.00%
seapp.stat.360safe.com,0,0.00%,2,2,0.00%
ap5.agora.io,0,0.00%,2,2,0.00%
hik-alicloud.oss-cn-hangzhou.aliyuncs.com,0,0.00%,4,4,0.00%
olapi7.bizport.cn,0,0.00%,2,2,0.00%
crteam.cn,0,0.00%,4,4,0.00%
gdfp.gifshow.com,0,0.00%,2,2,0.00%
www.googletagservices.com,0,0.00%,2,2,0.00%
odr.mookie1.com,0,0.00%,2,2,0.00%
id.rlcdn.com,0,0.00%,2,2,0.00%
us-u.openx.net,0,0.00%,2,2,0.00%
router5.teamviewer.com,0,0.00%,20,20,0.00%
brxt-research.mendeley.com,0,0.00%,2,2,0.00%
support.weixin.qq.com,0,0.00%,4,4,0.00%
fp.msedge.net,0,0.00%,5,5,0.00%
a-0001.a-msedge.net,0,0.00%,4,4,0.00%
cloudrom-global.emui.dbankcloud.com,0,0.00%,2,2,0.00%
metrics.dt.hicloud.com,0,0.00%,2,2,0.00%
r.img.cctvpic.com,0,0.00%,2,2,0.00%
imap.163.com,0,0.00%,2,2,0.00%
p3.img.cctvpic.com,0,0.00%,2,2,0.00%
p.data.cctv.com,0,0.00%,2,2,0.00%
apm.hexin.cn,0,0.00%,2,2,0.00%
waws-prod-sg1-057-feea.southeastasia.cloudapp.azure.com,0,0.00%,2,2,0.00%
nowcoder.cn-hangzhou.log.aliyuncs.com,0,0.00%,2,2,0.00%
pbjs.e-planning.net,0,0.00%,2,2,0.00%
blog.csdn.net,0,0.00%,3,3,0.00%
py.ucas.ac.cn,0,0.00%,2,2,0.00%
sep.ucas.ac.cn,0,0.00%,2,2,0.00%
c.tmyzer.com,0,0.00%,2,2,0.00%
dns.pub,0,0.00%,6,6,0.00%
s.c-ctrip.com,0,0.00%,2,2,0.00%
m.ctrip.com,0,0.00%,2,2,0.00%
spo-ring.msedge.net,0,0.00%,2,2,0.00%
q.qlogo.cn,0,0.00%,2,2,0.00%
oneocsp.microsoft.com,0,0.00%,4,4,0.00%
smtp.nfschina.com,0,0.00%,6,6,0.00%
k-ring.msedge.net,0,0.00%,2,2,0.00%
static-ecst.licdn.com,0,0.00%,2,2,0.00%
cloud.tgpa.qq.com,0,0.00%,2,2,0.00%
hc.tdm.qq.com,0,0.00%,2,2,0.00%
gimg1.baidu.com,0,0.00%,1,1,0.00%
onedscolprdaus02.australiasoutheast.cloudapp.azure.com,0,0.00%,2,2,0.00%
safebrowsing.urlsec.qq.com,0,0.00%,3,3,0.00%
natdetection.onethingpcs.com,0,0.00%,2,2,0.00%
conf-darwin.xycdn.com,0,0.00%,6,6,0.00%
settings-prod-eus2-1.eastus2.cloudapp.azure.com,0,0.00%,1,1,0.00%
gateway.fe.apple-dns.cn,0,0.00%,2,2,0.00%
author.baidu.com,0,0.00%,1,1,0.00%
settings-ssl.xboxlive.com,0,0.00%,1,1,0.00%
mbdp02.bdstatic.com,0,0.00%,1,1,0.00%
compiles.overleaf.com,0,0.00%,1,1,0.00%
home.baidu.com,0,0.00%,2,2,0.00%
i.baidu.com,0,0.00%,1,1,0.00%
help.baidu.com,0,0.00%,2,2,0.00%
isite.baidu.com,0,0.00%,2,2,0.00%
www.beian.gov.cn,0,0.00%,2,2,0.00%
vd3.bdstatic.com,0,0.00%,1,1,0.00%
stun.services.mozilla.com,0,0.00%,2,2,0.00%
router11.teamviewer.com,0,0.00%,6,6,0.00%
event-drcn.push.dbankcloud.com,0,0.00%,2,2,0.00%
fa000000105.resources.office.net,0,0.00%,2,2,0.00%
tp-b.pinduoduo.com,0,0.00%,6,6,0.00%
captive-cidr.origin-apple.com.akadns.net,0,0.00%,2,2,0.00%
35-courier.push.apple.com,0,0.00%,4,4,0.00%
www.googleapis.com,0,0.00%,14,14,0.00%
v.gdt.qq.com,0,0.00%,2,2,0.00%
otheve.beacon.qq.com,0,0.00%,2,2,0.00%
ios.rqd.qq.com,0,0.00%,2,2,0.00%
checkin.gstatic.com,0,0.00%,1,1,0.00%
web.da.mgtv.com,0,0.00%,2,2,0.00%
v2.da.mgtv.com,0,0.00%,2,2,0.00%
ys.da.mgtv.com,0,0.00%,1,1,0.00%
hunantv.m.cn.miaozhen.com,0,0.00%,2,2,0.00%
vt.ipinyou.com,0,0.00%,2,2,0.00%
bv.lnk0.com,0,0.00%,2,2,0.00%
event.csdn.net,0,0.00%,2,2,0.00%
alfred.ixiacom.com,0,0.00%,13,13,0.00%
router7.teamviewer.com,0,0.00%,21,21,0.00%
a.sox.si,0,0.00%,41,41,0.00%
mail.163.com,0,0.00%,17,17,0.00%
pull-lls-spe-l26.douyincdn.com,0,0.00%,2,2,0.00%
drive.wpsdns.com,0,0.00%,6,6,0.00%
whsmarthome.hwcloudtest.cn,0,0.00%,29,29,0.00%
info.lenovo.com.cn,0,0.00%,4,4,0.00%
newclient.map.baidu.com,0,0.00%,2,2,0.00%
client.map.baidu.com,0,0.00%,2,2,0.00%
resolver.dingtalk.com,0,0.00%,2,2,0.00%
ipm.atm.youku.com,0,0.00%,4,4,0.00%
alt8-mtalk.google.com,0,0.00%,2,2,0.00%
router14.teamviewer.com,0,0.00%,36,36,0.00%
mon.snssdk.com,0,0.00%,2,2,0.00%
push-rtmp-spe-l3.douyincdn.com,0,0.00%,2,2,0.00%
worldwide.sogou.com,0,0.00%,2,2,0.00%
vv.video.qq.com,0,0.00%,8,8,0.00%
icns.zui.lenovomm.com,0,0.00%,2,2,0.00%
o1098464.ingest.sentry.io,0,0.00%,4,4,0.00%
pull-flv-l27.douyincdn.com,0,0.00%,1,1,0.00%
pull-flv-f5-enc.flive.douyincdn.com,0,0.00%,2,2,0.00%
push-rtmp-f5-cny.douyincdn.com,0,0.00%,2,2,0.00%
push-rtmp-l27.douyincdn.com,0,0.00%,2,2,0.00%
can-01.t7n4vxsm.dxs5.xyz,0,0.00%,2,2,0.00%
cc.map.qq.com,0,0.00%,2,2,0.00%
wq.jd.com,0,0.00%,2,2,0.00%
devs-data.dutils.com,0,0.00%,2,2,0.00%
www.msn.cn,0,0.00%,9,9,0.00%
api.share.mob.com,0,0.00%,4,4,0.00%
api-fc.dutils.com,0,0.00%,2,2,0.00%
dfe.mic.mob.com,0,0.00%,2,2,0.00%
api-exc.dutils.com,0,0.00%,2,2,0.00%
api.df.mob.com,0,0.00%,2,2,0.00%
ts.qq.com,0,0.00%,21,21,0.00%
api-fd.dutils.com,0,0.00%,2,2,0.00%
api2.openinstall.io,0,0.00%,2,2,0.00%
cgi.connect.qq.com,0,0.00%,2,2,0.00%
bookcommon.reader.qq.com,0,0.00%,2,2,0.00%
api.walsea.com,0,0.00%,4,4,0.00%
ali-stats.jpush.cn,0,0.00%,4,4,0.00%
sis.jpush.io,0,0.00%,2,2,0.00%
m.mpl.dutils.com,0,0.00%,2,2,0.00%
tsis.jpush.cn,0,0.00%,4,4,0.00%
h.m.mpl.dutils.com,0,0.00%,2,2,0.00%
a.qchannel03.cn,0,0.00%,2,2,0.00%
wanproxy-hz.127.net,0,0.00%,2,2,0.00%
c.sayhi.360.cn,0,0.00%,2,2,0.00%
interface3.music.163.com,0,0.00%,2,2,0.00%
b.qchannel03.cn,0,0.00%,2,2,0.00%
d.qchannel03.cn,0,0.00%,2,2,0.00%
apilocate.amap.com,0,0.00%,4,4,0.00%
loggw.alipay.com,0,0.00%,2,2,0.00%
nsp-contentcenter-h5-drcn.obs.cn-north-2.myhwclouds.com,0,0.00%,2,2,0.00%
yqy2356.melissauvc.com,0,0.00%,2,2,0.00%
pay.weixin.qq.com,0,0.00%,4,4,0.00%
wx.tenpay.com,0,0.00%,4,4,0.00%
vpn.maskvpn.cc,0,0.00%,1,1,0.00%
mobile.yangkeduo.com,0,0.00%,4,4,0.00%
lbs-qiyu.netease.im,0,0.00%,2,2,0.00%
qlbs.map.qq.com,0,0.00%,2,2,0.00%
info.3g.qq.com,0,0.00%,2,2,0.00%
img.pddpic.com,0,0.00%,4,4,0.00%
s.jpush.cn,0,0.00%,2,2,0.00%
easytomessage.com,0,0.00%,2,2,0.00%
hovv.yilanvaas.com,0,0.00%,2,2,0.00%
pmmtk-a.pinduoduo.com,0,0.00%,6,6,0.00%
6zhg.cn.rongnav.com,0,0.00%,2,2,0.00%
pull-rtmp-f29.douyincdn.com,0,0.00%,2,2,0.00%
edge.ivideo.sina.com.cn,0,0.00%,2,2,0.00%
modao.cc,0,0.00%,2,2,0.00%
th.yangkeduo.com,0,0.00%,4,4,0.00%
tne.pinduoduo.com,0,0.00%,2,2,0.00%
api.ivideo.sina.com.cn,0,0.00%,2,2,0.00%
api.pinduoduo.com,0,0.00%,6,6,0.00%
static.walsea.com,0,0.00%,4,4,0.00%
push-rtmp-vr-l3.douyincdn.com,0,0.00%,2,2,0.00%
gd-stats.jpush.cn,0,0.00%,2,2,0.00%
papi.funshion.com,0,0.00%,2,2,0.00%
titan-ws.pinduoduo.com,0,0.00%,4,4,0.00%
ip1880706121.funshion.com,0,0.00%,1,1,0.00%
static.vnpt.vn,0,0.00%,6,6,0.00%
ip1865976387.funshion.com,0,0.00%,1,1,0.00%
windows.msn.cn,0,0.00%,4,4,0.00%
9-courier.push.apple.com,0,0.00%,2,2,0.00%
array503.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
15-courier.push.apple.com,0,0.00%,2,2,0.00%
array513.prod.do.dsp.mp.microsoft.com,0,0.00%,3,3,0.00%
ip1880706122.funshion.com,0,0.00%,2,2,0.00%
pic6.ajkimg.com,0,0.00%,1,1,0.00%
api.map.baidu.com,0,0.00%,6,6,0.00%
ip1865976393.funshion.com,0,0.00%,2,2,0.00%
www.b4p22.com,0,0.00%,1,1,0.00%
reportwpush.58.com,0,0.00%,2,2,0.00%
sec.sginput.qq.com,0,0.00%,2,2,0.00%
nvh6bk7t.mirror.aliyuncs.com,0,0.00%,7,7,0.00%
ip3746756449.funshion.com,0,0.00%,2,2,0.00%
sign.utcsoft.com,0,0.00%,2,2,0.00%
upmobile.v.qq.com,0,0.00%,2,2,0.00%
ip1880706120.funshion.com,0,0.00%,1,1,0.00%
outlook.office365.com,0,0.00%,4,4,0.00%
mstat.tpns.tencent.com,0,0.00%,3,3,0.00%
router13.teamviewer.com,0,0.00%,32,32,0.00%
t.dtscout.com,0,0.00%,1,1,0.00%
qdyn.wps.cn,0,0.00%,10,10,0.00%
dualstack-restsdk.amap.com,0,0.00%,2,2,0.00%
xcxt.pinduoduo.com,0,0.00%,2,2,0.00%
xcxapp.pinduoduo.com,0,0.00%,2,2,0.00%
push.hicloud.com,0,0.00%,2,2,0.00%
jgwdb2.gaox.ml,0,0.00%,1,1,0.00%
pss.alicdn.com,0,0.00%,2,2,0.00%
xg.pinduoduo.com,0,0.00%,2,2,0.00%
home.hicloud.com,0,0.00%,30,30,0.00%
profile.accounts.firefox.com,0,0.00%,6,6,0.00%
token.services.mozilla.com,0,0.00%,3,3,0.00%
gs-loc-cn.apple.com,0,0.00%,6,6,0.00%
shortconn.im.qcloud.com,0,0.00%,8,8,0.00%
commimg.pddpic.com,0,0.00%,2,2,0.00%
messaging.engagement.office.com,0,0.00%,2,2,0.00%
vpn.maskvpn.org,0,0.00%,6,6,0.00%
clientlogvodp2p.haplat.net,0,0.00%,4,4,0.00%
ocws.officeapps.live.com,0,0.00%,2,2,0.00%
transit1.wslog.chinanetcenter.com,0,0.00%,4,4,0.00%
sync-1-us-west1-g.sync.services.mozilla.com,0,0.00%,6,6,0.00%
mmsns.c2c.wechat.com,0,0.00%,2,2,0.00%
api.accounts.firefox.com,0,0.00%,1,1,0.00%
p2pstuntest.haplat.net,0,0.00%,4,4,0.00%
xpgw-xcdn.youku.com,0,0.00%,2,2,0.00%
mambap2pvodh5.8686c.com,0,0.00%,4,4,0.00%
captive.apple.com,0,0.00%,2,2,0.00%
kindleshare.cn,0,0.00%,2,2,0.00%
37-courier.push.apple.com,0,0.00%,2,2,0.00%
ldapi.ldmnq.com,0,0.00%,2,2,0.00%
api.zhihu.com,0,0.00%,2,2,0.00%
jp_62.antchatxj.com,0,0.00%,2,2,0.00%
h-adashx-internal.ut.taobao.com,0,0.00%,1,1,0.00%
stup7.appmeasurements.com,0,0.00%,2,2,0.00%
bae.appmeasurements.com,0,0.00%,2,2,0.00%
shmmsns.qpic.cn,0,0.00%,2,2,0.00%
array506.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
aedns.weixin.qq.com,0,0.00%,2,2,0.00%
game.weixin.qq.com,0,0.00%,2,2,0.00%
t1.appmeasurements.com,0,0.00%,2,2,0.00%
acs.m.taobao.com,0,0.00%,2,2,0.00%
msgacs.m.taobao.com,0,0.00%,2,2,0.00%
atoken.m.taobao.com,0,0.00%,2,2,0.00%
eco.taobao.com,0,0.00%,2,2,0.00%
interface.bilibili.com,0,0.00%,4,4,0.00%
app-site-association.cdn-apple.com,0,0.00%,2,2,0.00%
apoll.m.taobao.com,0,0.00%,2,2,0.00%
trade-acs.m.taobao.com,0,0.00%,1,1,0.00%
u.y.qq.com,0,0.00%,6,6,0.00%
www.ai-start.com,0,0.00%,2,2,0.00%
apiwmda.58.com.cn,0,0.00%,2,2,0.00%
amdc.m.taobao.com,0,0.00%,2,2,0.00%
rhdc-acs.m.taobao.com,0,0.00%,2,2,0.00%
rc.kite.com,0,0.00%,3,3,0.00%
b4bf120.pd.gladns.com,0,0.00%,1,1,0.00%
b4bf120.pc.gladns.com,0,0.00%,2,2,0.00%
b4bf120.pb.gladns.com,0,0.00%,2,2,0.00%
b4bf120.pa.gladns.com,0,0.00%,2,2,0.00%
b4bf120.cw.glados-config.net,0,0.00%,1,1,0.00%
b4bf120.wz.glados-config.net,0,0.00%,2,2,0.00%
b4bf120.pf.gladns.com,0,0.00%,2,2,0.00%
